5.217611531767998656e+01,4.968955147558803986e+01
4.830322693970555292e+01,4.927272528277444508e+01
4.717083702869243211e+01,4.679523880185199403e+01
4.910464778771390826e+01,4.371213569193639614e+01
5.198932568044430980e+01,4.372545351777256428e+01
5.382975279259528634e+01,4.609526303232219391e+01
5.325988311241248141e+01,4.872310646752416829e+01
5.134159175972872902e+01,5.001971210582301808e+01
4.879600471959331287e+01,4.963499895631645842e+01
4.718772499774146212e+01,4.709487616143875499e+01
4.909185034169990303e+01,4.371817363681519453e+01
5.252504430788793854e+01,4.404733921127267138e+01
5.383658789363902031e+01,4.738174757073515053e+01
5.196644491033816848e+01,4.979751463141278833e+01
4.843194298337173365e+01,4.938113863638904633e+01
4.717229833931885707e+01,4.664945278194410605e+01
4.850335295290632587e+01,4.407534634277151042e+01
5.109511678992452488e+01,4.344100946871661506e+01
5.342950597292242776e+01,4.504855994582935352e+01
5.341852097098087881e+01,4.848201792655580533e+01
5.004144590606615139e+01,5.008227554884521027e+01
4.726187199825244534e+01,4.753410845701416321e+01
4.782577593220375434e+01,4.476190595872007094e+01
5.020285866005657738e+01,4.340992692431228761e+01
5.342043839629241830e+01,4.503327038161643969e+01
5.359541744899571114e+01,4.814413883041998332e+01
5.133266187951839754e+01,5.002191166876941963e+01
4.848971352440954519e+01,4.942635077937099197e+01
4.720655139239881493e+01,4.724635918606234242e+01
4.892132874056252234e+01,4.380509572699902776e+01
5.122714495052299810e+01,4.346612266055812057e+01
5.387417871783408430e+01,4.637957431286325516e+01
5.229466285565063544e+01,4.961992777655767384e+01
4.996361322121570225e+01,5.006984032376107052e+01
4.790286814914355773e+01,4.885080206880329712e+01
4.730088996265148182e+01,4.582914561787604413e+01
4.960308728489732744e+01,4.352482184987906066e+01
5.215387233279326296e+01,4.381017849422955379e+01
5.385730450436481931e+01,4.625185494341436510e+01
5.305716556882825330e+01,4.897726583381523113e+01
5.071346751480167825e+01,5.011354683324535841e+01
4.766756089561088316e+01,4.851527209389708872e+01
4.739014773598178465e+01,4.556099097473887127e+01
4.956497653490207256e+01,4.353603353270042930e+01
5.324508812263191970e+01,4.476862296761044036e+01
5.347623764550108660e+01,4.838164120679196145e+01
5.005561074968584734e+01,5.008433789083412080e+01
4.754486259270704096e+01,4.829768932903696310e+01
4.727876765989376651e+01,4.591008384045399282e+01
5.030925455736088736e+01,4.340113367281244905e+01
5.361861000234411989e+01,4.542028853233161811e+01
5.294705041253128996e+01,4.909647249735967023e+01
4.913506421900438426e+01,4.981403093229204870e+01
4.726775812888590167e+01,4.755845136589957889e+01
4.787967832128155976e+01,4.469072814166710117e+01
5.062441846165026504e+01,4.339492726565495673e+01
5.314688124243231471e+01,4.464112145930234732e+01
5.353911742337360380e+01,4.826218768955184402e+01
5.093035509119390269e+01,5.009482933704484964e+01
4.792165182316771421e+01,4.887417149103509217e+01
4.769980954178090826e+01,4.494532930061532738e+01
5.074113017230056499e+01,4.340013331229688021e+01
5.370040465680077091e+01,4.562787213720136492e+01
5.283264640001961965e+01,4.920897662012643536e+01
5.007220282117753385e+01,5.008667539384475731e+01
4.759608995457036684e+01,4.839317268882393108e+01
4.779607293749936048e+01,4.480287205211639190e+01
4.986523200148723589e+01,4.346065295277998075e+01
5.218649405956971066e+01,4.382836478109618383e+01
5.380304395555390329e+01,4.753835555557817116e+01
5.231734045685407608e+01,4.960585346037298393e+01
4.827582093706049449e+01,4.924817510219809691e+01
4.737714491739624378e+01,4.559576326648002009e+01
4.989317949999473711e+01,4.345511321431433771e+01
5.258730166044101395e+01,4.409424724008343333e+01
5.383228384549790491e+01,4.740405953414526152e+01
5.164732465732662803e+01,4.992836332086523754e+01
4.890758619643612803e+01,4.969943586931007928e+01
4.717301754471826314e+01,4.662878291931249208e+01
4.921157473204788602e+01,4.366421671532508952e+01
5.230171791882909815e+01,4.389650272053010127e+01
5.388660051644146165e+01,4.651403969050266340e+01
