3.818972100183500640e+00,7.475271305582667836e+00
-9.046119359791416903e-01,8.841748404258991556e+00
-5.292468972309984920e+00,5.234975935423415550e+00
-5.030718256379556053e+00,6.348838746712281988e-01
-1.436432636545247110e+00,-2.265789181675424313e+00
2.993549682318122240e+00,-1.626512742300114223e+00
5.633781927207783369e+00,4.219493378266450989e+00
3.569794499154114398e+00,7.685098465390140632e+00
-1.263996862669235943e+00,8.769821397153700460e+00
-5.367257360777022868e+00,5.023824642432683341e+00
-4.533245513669170279e+00,-1.645754598930007084e-01
1.842608524215657018e-01,-2.456402005741814332e+00
4.246572395847879378e+00,-5.901583899001328071e-01
4.953998894918161255e+00,6.082225617035315501e+00
4.845330277230677773e-01,8.901239567019338494e+00
-5.097712278466492108e+00,5.690926767426661925e+00
-4.841748940278165492e+00,2.954040107231703516e-01
1.835269544050379675e-01,-2.456421666875801879e+00
5.195902100324383710e+00,8.444811750837066811e-01
5.241488817396458444e+00,5.515113815678393649e+00
1.382036077448093314e+00,8.756681143175772064e+00
-4.547279892445738270e+00,6.606474642461567015e+00
-4.589092359089882223e+00,-8.816675131205276017e-02
9.061480913436233964e-01,-2.390819599030620690e+00
5.395835014276416430e+00,1.336301241954595875e+00
3.299281436266326750e+00,7.887164722655345628e+00
-2.153326600589137829e+00,8.483012896899712274e+00
-5.378337112000064479e+00,4.990119500865408675e+00
-4.810988144740376171e+00,2.449242672960241229e-01
-7.335483866790343255e-02,-2.457485014219570996e+00
4.706248036511601285e+00,-1.155960722627558113e-02
4.862093272020162615e+00,6.235274906108855042e+00
8.268817989685655068e-01,8.863432571321087750e+00
-4.638704131367624939e+00,6.478827955632450397e+00
-4.508158687583746271e+00,-1.980485480420028921e-01
-5.349381494458780306e-01,-2.430177669469714363e+00
4.393080235454545956e+00,-4.220157633949046527e-01
5.647025266489428930e+00,4.141301550191562875e+00
9.943003651672268628e-01,8.837245533047397572e+00
-4.291815452669123232e+00,6.927978594412172342e+00
-5.483330262750223838e+00,1.834181240643130373e+00
-3.099843554684827307e+00,-1.519073955134590204e+00
1.157691461557695423e+00,-2.345874386296756153e+00
5.610452625264541027e+00,2.117275348808217217e+00
4.671836748594691002e+00,6.521475435632545725e+00
-4.289313358180784075e-01,8.900636664898188499e+00
-5.384223658189592143e+00,4.971918336048295473e+00
-3.343308412064472712e+00,-1.349280229820113863e+00
5.438586268813472291e-01,-2.435336838017731598e+00
5.617557183522711384e+00,2.153494016207460948e+00
2.751321517458279686e+00,8.227038255166771563e+00
-3.136259069504476749e+00,7.955714754780919051e+00
-5.626033573973352020e+00,3.826372364602782294e+00
-4.096777845909375770e+00,-6.836890885773438953e-01
2.207109674446839254e+00,-2.026022111454822916e+00
5.508281070855835182e+00,1.691375210213818647e+00
4.757857292909417168e+00,6.396699180077032310e+00
-6.350433360408033190e-01,8.880115201478972153e+00
-4.142290512318531626e+00,7.095970892537360797e+00
-5.055145707023337209e+00,6.830889812759126656e-01
5.251296962283555358e-02,-2.458413569238872665e+00
4.321319716132933308e+00,-5.060367145000457256e-01
5.470318009254160785e+00,4.898676868490752234e+00
1.985146646019135819e+00,8.573342898568860448e+00
-2.842543707820404109e+00,8.139901480651930754e+00
-5.518467803835523711e+00,1.981143623953493638e+00
-2.935137565885360456e+00,-1.623658696733979223e+00
3.038423065339348028e+00,-1.598860678767392240e+00
5.650204426557886350e+00,2.339370104547626283e+00
2.624383623086051553e+00,8.294071577898989744e+00
-2.120071190152278628e+00,8.496722675896398513e+00
-5.029937906682580007e+00,5.827488710570505326e+00
-5.171345745831695595e+00,9.297138769054007490e-01
-2.112790507079581381e+00,-2.038840245488440228e+00
4.506989091401562675e+00,-2.815136590128970440e-01
5.097318536480322848e+00,5.819103589242162755e+00
1.160958527003985052e+00,8.806064777192128545e+00
-4.981113305904571575e+00,5.920519013424044630e+00
-4.455950292830994641e+00,-2.661055945564734238e-01
1.726149034945974492e+00,-2.200195250802003510e+00
5.654361929829139655e+00,2.365993180390832951e+00
4.104360176366638413e+00,7.202263308339770909e+00
-3.968025393416087232e-02,8.918857524253652969e+00
-5.427334168630473243e+00,4.831670573411749103e+00
-4.790211320884070645e+00,2.114835029921113829e-01
-1.439685545162511904e+00,-2.264919335538394751e+00
3.988237697093497847e+00,-8.571044197773871609e-01
5.332259115511657654e+00,5.295793464991881194e+00
-2.593523052925459371e-01,8.911861177282332847e+00
-4.910731545214174432e+00,6.047737829575888568e+00
-5.061792330238340298e+00,6.964048703445855359e-01
-1.532018598688787314e+00,-2.239364563282536746e+00
2.533509772190990272e+00,-1.878732401102317429e+00
5.715310650459072050e+00,3.471509521263562714e+00
3.529667272836774394e+00,7.716677993860393769e+00
-7.772170632615575947e-01,8.861521138174891732e+00
-5.222401346417882451e+00,5.412029229689188981e+00
-4.622264192935006122e+00,-4.148590460187939755e-02
1.454081543947280730e+00,-2.277724386114182931e+00
5.440610675448642297e+00,1.468232982560581545e+00
4.493381761337170488e+00,6.759636529510368419e+00
1.452497966240889893e-01,8.918166931249547957e+00
-4.583565850953734255e+00,6.556699262439689591e+00
-4.863320158135541860e+00,3.315222372927224548e-01
9.498447758500189186e-01,-2.383846707594201586e+00
5.467476992116427681e+00,1.552940101999207068e+00
3.664854381930203076e+00,7.607911465648436788e+00
-2.184575210130259570e+00,8.469905395938747361e+00
-5.487324797240756169e+00,4.610796416293542421e+00
-4.491197081275601022e+00,-2.203929362398682201e-01
1.958942784394282155e+00,-2.122000273604716103e+00
5.338783998180627322e+00,1.181882499726148783e+00
4.983780250789601851e+00,6.030190164425899724e+00
-9.710504956630925388e-01,8.830259159713287787e+00
-5.319832462128841755e+00,5.160738053222976518e+00
-5.234478937310479196e+00,1.078138763585171134e+00
